Frame#,sternumU,,,shoulderR,,,shoulderL,,,elbowRin,,,wristRin,,,elbowLin,,,wristLin,,,pvsR,,,pvsL,,,kneeRin,,,heelR,,,kneeLin,,,heelL,,,headT,,,pvCenter,,
Time,X3,Y3,Z3,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X9,Y9,Z9,X13,Y13,Z13,X15,Y15,Z15,X22,Y22,Z22,X23,Y23,Z23,X26,Y26,Z26,X28,Y28,Z28,X33,Y33,Z33,X35,Y35,Z35,X40,Y40,Z40,X41,Y41,Z41
2.016,-475.17487,-873.57733,228.73938,-513.25671,-1072.16321,109.56836,-527.91785,-750.88928,104.01636,-274.28815,-1282.49377,147.45154,-180.3089,-1475.14917,276.46967,-301.16766,-511.49988,186.84299,-225.01263,-374.98715,377.04797,-139.8197,-1051.28772,264.13647,-136.65411,-712.85608,242.88422,-307.04169,-924.82886,639.52985,-310.29034,-973.5578,1024.72363,-331.43048,-838.43433,609.07184,-372.25189,-805.60913,986.29138,-757.55682,-908.98541,199.92029,-138.236905,-882.0719,253.510345
2.02,-474.84515,-873.51196,228.89514,-513.05591,-1072.12097,109.8363,-527.85754,-750.78668,104.25403,-274.25385,-1282.51953,147.85364,-180.42975,-1475.0592,277.18488,-301.27072,-511.27435,186.75633,-225.31256,-374.659,376.93103,-139.21051,-1051.10388,263.58459,-135.96277,-712.81647,242.10144,-306.13446,-924.73712,638.62213,-308.56635,-973.21259,1023.88409,-330.84991,-838.46948,607.68494,-371.16083,-806.0575,985.03918,-757.24628,-908.94434,200.31641,-137.58664,-881.960175,252.843015
2.024,-474.51288,-873.44189,229.0553,-512.85498,-1072.07153,110.1123,-527.78552,-750.68835,104.48914,-274.19244,-1282.53955,148.28772,-180.54755,-1474.96606,277.90289,-301.36188,-511.05585,186.683,-225.62579,-374.32422,376.77338,-138.57538,-1050.91492,263.03412,-135.26514,-712.76862,241.30768,-305.20673,-924.64716,637.70953,-306.74738,-972.84479,1023.04816,-330.1955,-838.53754,606.36194,-369.9433,-806.53613,983.82483,-756.90961,-908.92804,200.73242,-136.92026,-881.84177,252.1709
2.028,-474.17975,-873.36261,229.21899,-512.65405,-1072.01221,110.39954,-527.69543,-750.60748,104.71619,-274.10699,-1282.54956,148.74561,-180.66534,-1474.86804,278.62457,-301.44138,-510.83646,186.61984,-225.94,-373.98871,376.5921,-137.9184,-1050.73083,262.48444,-134.56256,-712.7146,240.50006,-304.27081,-924.56,636.78778,-304.8316,-972.47833,1022.20721,-329.46759,-838.64856,605.10095,-368.59845,-807.05048,982.64136,-756.5517,-908.91974,201.16553,-136.24048,-881.722715,251.49225
2.032,-473.84772,-873.26685,229.38525,-512.45215,-1071.94019,110.70093,-527.5835,-750.55518,104.93018,-274.00079,-1282.54919,149.21643,-180.78387,-1474.76501,279.34961,-301.50848,-510.61237,186.56276,-226.24103,-373.66159,376.40833,-137.24371,-1050.56042,261.93646,-133.85754,-712.659,239.67322,-303.33502,-924.4754,635.85632,-302.82025,-972.12372,1021.35565,-328.66888,-838.81097,603.89771,-367.12372,-807.60205,981.48169,-756.18243,-908.90186,201.61279,-135.550625,-881.60971,250.80484
2.036,-473.51715,-873.14777,229.5531,-512.24866,-1071.854,111.0177,-527.44788,-750.53644,105.12805,-273.8775,-1282.54187,149.68835,-180.90204,-1474.65784,280.07837,-301.56299,-510.38434,186.50703,-226.5141,-373.35187,376.24133,-136.55609,-1050.40979,261.39166,-133.15454,-712.60681,238.82245,-302.40009,-924.39136,634.91846,-300.71722,-971.77368,1020.49048,-327.80316,-839.02271,602.74402,-365.51447,-808.18756,980.34088,-755.81439,-908.86218,202.07544,-134.855315,-881.5083,250.107055
2.04,-473.18634,-873.00269,229.72168,-512.04248,-1071.75403,111.34973,-527.28979,-750.54816,105.31018,-273.74091,-1282.53296,150.15027,-181.01715,-1474.5481,280.81238,-301.60583,-510.15561,186.44847,-226.7464,-373.0639,376.10468,-135.85919,-1050.28137,260.85162,-132.45679,-712.56195,237.94666,-301.45953,-924.30505,633.97961,-298.52545,-971.41785,1019.60962,-326.87494,-839.2699,601.63086,-363.76703,-808.79877,979.21979,-755.45526,-908.79883,202.55579,-134.15799,-881.42166,249.39914
2.044,-472.85114,-872.83539,229.8905,-511.83228,-1071.64343,111.69556,-527.11292,-750.58136,105.47961,-273.59442,-1282.52686,150.59509,-181.12531,-1474.43726,281.55408,-301.63882,-509.92896,186.38332,-226.92401,-372.79507,376.00531,-135.15649,-1050.17407,260.31793,-131.76312,-712.52631,237.04871,-300.50507,-924.21399,633.04602,-296.24432,-971.0611,1018.71045,-325.88898,-839.53436,600.55261,-361.87982,-809.42377,978.12225,-755.10333,-908.7218,203.05481,-133.459805,-881.35019,248.68332
2.048,-472.50641,-872.65637,230.05823,-511.61548,-1071.52722,112.05103,-526.92236,-750.62445,105.64343,-273.43988,-1282.52515,151.02112,-181.22247,-1474.32544,282.3064,-301.664,-509.70444,186.30734,-227.03412,-372.53638,375.94336,-134.45172,-1050.08484,259.79382,-131.06787,-712.50037,236.13361,-299.53009,-924.11694,632.12317,-293.87067,-970.72485,1017.78937,-324.8493,-839.79889,599.50555,-359.85223,-810.05011,977.0517,-754.74774,-908.64819,203.5697,-132.759795,-881.292605,247.963715
2.052,-472.14691,-872.48041,230.22388,-511.39026,-1071.41101,112.41028,-526.72363,-750.66608,105.81104,-273.27692,-1282.52832,151.43335,-181.30402,-1474.2124,283.07068,-301.68307,-509.47974,186.21609,-227.0672,-372.27588,375.91168,-133.74963,-1050.01025,259.28412,-130.36298,-712.48285,235.2063,-298.53302,-924.01563,631.21484,-291.40332,-970.43219,1016.84363,-323.75775,-840.05371,598.48694,-357.68292,-810.66882,976.00964,-754.37653,-908.59265,204.09607,-132.056305,-881.24655,247.24521
2.056,-471.76862,-872.32172,230.38708,-511.15491,-1071.2998,112.76697,-526.52344,-750.69568,105.99377,-273.1015,-1282.53638,151.84192,-181.36554,-1474.0979,283.8465,-301.69672,-509.25171,186.10672,-227.02338,-372.0014,375.89545,-133.0553,-1049.94775,258.79492,-129.63959,-712.47034,234.27271,-297.51666,-923.91321,630.32147,-288.84546,-970.19153,1015.87329,-322.61591,-840.29883,597.49243,-355.36945,-811.27411,974.99628,-753.98627,-908.55817,204.63013,-131.347445,-881.209045,246.533815
2.06,-471.37067,-872.18951,230.54858,-510.90747,-1071.19568,113.11523,-526.32886,-750.70459,106.2041,-272.90839,-1282.54907,152.25793,-181.40375,-1473.98157,284.63165,-301.70343,-509.0192,185.98009,-226.91449,-371.70367,375.87305,-132.37311,-1049.89612,258.33228,-128.88782,-712.45752,233.34082,-296.48395,-923.81207,629.44043,-286.2049,-969.98914,1014.88275,-321.42719,-840.53424,596.5119,-352.90887,-811.85992,974.00989,-753.58319,-908.53735,205.17078,-130.630465,-881.17682,245.83655
2.064,-470.95477,-872.08618,230.71008,-510.64673,-1071.09778,113.45215,-526.14636,-750.68842,106.4502,-272.69391,-1282.56628,152.68872,-181.41644,-1473.8634,285.42297,-301.6994,-508.78427,185.84171,-226.76483,-371.38019,375.81958,-131.70715,-1049.85413,257.90222,-128.10052,-712.44055,232.4176,-295.43549,-923.7113,628.56787,-283.49133,-969.79633,1013.88129,-320.19965,-840.75134,595.53119,-350.29962,-812.42065,973.04688,-753.17584,-908.52069,205.71936,-129.903835,-881.14734,245.15991
2.068,-470.52496,-872.0058,230.87317,-510.37158,-1071.00195,113.7771,-525.98096,-750.64832,106.73389,-272.45868,-1282.58679,153.13647,-181.40118,-1473.74268,286.21747,-301.67932,-508.55017,185.69994,-226.60516,-371.03513,375.71234,-131.06152,-1049.8219,257.51239,-127.27917,-712.4201,231.50439,-294.36823,-923.60822,627.70123,-280.71307,-969.58679,1012.87885,-318.94073,-840.93921,594.53931,-347.54169,-812.95435,972.10309,-752.76984,-908.50122,206.27954,-129.170345,-881.121,244.50839
2.072,-470.08783,-871.93433,231.03992,-510.08252,-1070.90295,114.09143,-525.83337,-750.58826,107.05017,-272.20587,-1282.60754,153.59943,-181.35614,-1473.61768,287.01355,-301.63879,-508.31894,185.56219,-226.45929,-370.67395,375.53571,-130.43958,-1049.80164,257.17212,-126.43036,-712.3999,230.59979,-293.27863,-923.50104,626.84015,-277.87537,-969.3468,1011.88239,-317.65338,-841.09381,593.53394,-344.63641,-813.46265,971.17419,-752.36713,-908.4743,206.85461,-128.43497,-881.10077,243.885955
2.076,-469.65045,-871.85577,231.21191,-509.77991,-1070.79651,114.39832,-525.70093,-750.51227,107.3905,-271.93829,-1282.62354,154.07416,-181.28046,-1473.48572,287.81097,-301.57614,-508.09161,185.43285,-226.33734,-370.30023,375.28345,-129.84192,-1049.79785,256.88995,-125.55676,-712.38123,229.70697,-292.16498,-923.38995,625.98535,-274.98053,-969.0722,1010.89575,-316.3349,-841.21851,592.5213,-341.5871,-813.9483,970.25531,-751.96783,-908.43744,207.44531,-127.69934,-881.08954,243.29846
2.08,-469.21625,-871.75928,231.38965,-509.46545,-1070.68018,114.70264,-525.57813,-750.42383,107.74475,-271.65765,-1282.62805,154.55585,-181.17474,-1473.34399,288.61035,-301.49152,-507.87036,185.31323,-226.2392,-369.9165,374.95776,-129.26556,-1049.81531,256.66864,-124.65582,-712.36212,228.83173,-291.02704,-923.27679,625.13794,-272.02887,-968.76208,1009.92261,-314.98065,-841.3183,591.50952,-338.39886,-814.41528,969.34155,-751.57196,-908.39014,208.05054,-126.96069,-881.088715,242.750185
2.084,-468.78375,-871.64227,231.57373,-509.14063,-1070.55359,115.00952,-525.45959,-750.32892,108.10315,-271.36346,-1282.6145,155.03894,-181.04193,-1473.19043,289.41174,-301.3858,-507.65933,185.202,-226.15839,-369.52615,374.56818,-128.70258,-1049.85608,256.50031,-123.72687,-712.34039,227.97357,-289.86322,-923.16302,624.29999,-269.01935,-968.41705,1008.96606,-313.58795,-841.39539,590.5014,-335.07977,-814.86981,968.42957,-751.17975,-908.33405,208.66931,-126.214725,-881.098235,242.23694
2.088,-468.3476,-871.50867,231.76514,-508.80798,-1070.41858,115.32336,-525.33997,-750.23901,108.45593,-271.05389,-1282.5769,155.51782,-180.88654,-1473.02393,290.21405,-301.25955,-507.46231,185.09549,-226.08514,-369.1347,374.13116,-128.13898,-1049.91919,256.36469,-122.77417,-712.31726,227.12366,-288.66681,-923.04919,623.47473,-265.95099,-968.04175,1008.02673,-312.15692,-841.45013,589.49542,-331.64056,-815.31921,967.51788,-750.79266,-908.27283,209.30127,-125.456575,-881.118225,241.744175
2.092,-467.90216,-871.3667,231.96582,-508.47034,-1070.27844,115.64807,-525.21448,-750.1684,108.79565,-270.72516,-1282.51245,155.98846,-180.71356,-1472.84399,291.01569,-301.11288,-507.27966,184.98892,-226.00934,-368.74908,373.66736,-127.55579,-1050.00134,256.2334,-121.80225,-712.29517,226.27423,-287.42914,-922.93542,622.66449,-262.8241,-967.64545,1007.1012,-310.68744,-841.48639,588.49402,-328.09088,-815.76862,966.60657,-750.41425,-908.21002,209.94678,-124.67902,-881.148255,241.253815
2.096,-467.44403,-871.22705,232.17761,-508.13074,-1070.13464,115.98547,-525.08008,-750.12573,109.11853,-270.37335,-1282.4209,156.45007,-180.52484,-1472.65112,291.81586,-300.94598,-507.10712,184.87749,-225.92487,-368.37598,373.19562,-126.93463,-1050.09851,256.07928,-120.81097,-712.27521,225.42859,-286.14594,-922.82281,621.86926,-259.63971,-967.23944,1006.18439,-309.17816,-841.51642,587.50854,-324.43866,-816.2179,965.69635,-750.04913,-908.14746,210.60608,-123.8728,-881.18686,240.753935
2.1,-466.97247,-871.10132,232.40112,-507.79114,-1069.98523,116.33423,-524.93811,-750.10907,109.42627,-269.99554,-1282.30603,156.90674,-180.32001,-1472.44568,292.6142,-300.76022,-506.93765,184.75764,-225.83124,-368.02017,372.72864,-126.26276,-1050.2063,255.88202,-119.79871,-712.25854,224.59424,-284.81854,-922.71204,621.08655,-256.39813,-966.83234,1005.27344,-307.62628,-841.55957,586.55627,-320.69,-816.66254,964.78888,-749.69916,-908.08618,211.27917,-123.030735,-881.23242,240.23813
2.104,-466.48969,-870.99866,232.63635,-507.45264,-1069.82788,116.69104,-524.79236,-750.10779,109.72412,-269.59259,-1282.17517,157.3656,-180.09723,-1472.22778,293.41052,-300.55902,-506.7648,184.62788,-225.73236,-367.68524,372.27417,-125.53668,-1050.31958,255.62933,-118.77203,-712.25153,223.76709,-283.45013,-922.60236,620.31421,-253.09845,-966.42932,1004.36841,-306.03082,-841.6308,585.65222,-316.85175,-817.09796,963.8869,-749.35944,-908.03027,211.96497,-122.154355,-881.285555,239.69821
2.108,-465.99896,-870.92175,232.88306,-507.11511,-1069.66431,117.05273,-524.64673,-750.11047,110.01904,-269.17218,-1282.03833,157.83203,-179.8548,-1471.99854,294.20447,-300.34689,-506.58505,184.48953,-225.63092,-367.37344,371.83893,-124.76154,-1050.43262,255.31433,-117.74573,-712.26398,222.92932,-282.04059,-922.49072,619.55188,-249.74054,-966.03412,1003.46948,-304.39313,-841.73279,584.80511,-312.93134,-817.52411,962.99438,-749.01935,-907.98737,212.66223,-121.253635,-881.3483,239.121825
2.112,-465.50482,-870.86597,233.14001,-506.77856,-1069.50146,117.41882,-524.50122,-750.11285,110.31702,-268.74591,-1281.90527,158.30798,-179.59027,-1471.75977,294.9942,-300.12766,-506.39899,184.34705,-225.52264,-367.08545,371.43256,-123.94836,-1050.53748,254.93262,-116.7323,-712.30249,222.06232,-280.58673,-922.37372,618.80133,-246.32574,-965.64905,1002.57458,-302.71686,-841.86206,584.0199,-308.93512,-817.94495,962.11523,-748.66644,-907.96735,213.37183,-120.34033,-881.419985,238.49747
2.116,-465.01117,-870.82422,233.40527,-506.44238,-1069.34814,117.79089,-524.35205,-750.1192,110.62317,-268.32391,-1281.78296,158.79272,-179.3006,-1471.51343,295.77734,-299.90326,-506.21045,184.20699,-225.39178,-366.81998,371.06946,-123.11255,-1050.625,254.48041,-115.73438,-712.36688,221.15845,-279.08807,-922.24927,618.06464,-242.85455,-965.27338,1001.68085,-301.00739,-842.01672,583.29785,-304.86798,-818.3656,961.25281,-748.29047,-907.97839,214.09558,-119.423465,-881.49594,237.81943
2.12,-464.51886,-870.79059,233.6759,-506.1051,-1069.21082,118.17126,-524.19446,-750.13623,110.93982,-267.91205,-1281.67383,159.2832,-178.98309,-1471.26025,296.55225,-299.67416,-506.02426,184.07466,-225.21881,-366.57391,370.763,-122.27576,-1050.68555,253.95447,-114.74689,-712.45178,220.22052,-277.54657,-922.11768,617.34106,-239.32501,-964.90375,1000.78473,-299.27325,-842.19299,582.62982,-300.73175,-818.79004,960.40881,-747.88397,-908.02368,214.83545,-118.511325,-881.568665,237.087495
2.124,-464.02521,-870.76086,233.94836,-505.76465,-1069.09192,118.56055,-524.02612,-750.16467,111.26697,-267.51093,-1281.57788,159.7749,-178.63593,-1471,297.31885,-299.44022,-505.84369,183.95135,-224.99103,-366.34265,370.51685,-121.46106,-1050.71082,253.35065,-113.76367,-712.54938,219.25574,-275.96637,-921.97937,616.62714,-235.73285,-964.53473,999.88098,-297.52631,-842.3819,581.9931,-296.52704,-819.22101,959.58411,-747.44342,-908.09906,215.5907,-117.612365,-881.6301,236.303195
2.128,-463.52692,-870.73132,234.21997,-505.42017,-1068.98853,118.95679,-523.84839,-750.19745,111.60339,-267.11517,-1281.49304,160.26465,-178.2597,-1470.73132,298.07837,-299.20145,-505.66992,183.83389,-224.70758,-366.12033,370.32129,-120.67523,-1050.6897,252.66046,-112.78259,-712.65198,218.27008,-274.35358,-921.83447,615.91534,-232.07141,-964.15973,998.96259,-295.34814,-842.40485,581.20483,-292.2525,-819.66083,958.77991,-746.96832,-908.19476,216.35901,-116.72891,-881.67084,235.46527
2.132,-463.02167,-870.69861,234.48914,-505.07202,-1068.89453,119.35608,-523.66223,-750.22552,111.94873,-266.71527,-1281.4165,160.75183,-177.85675,-1470.45166,298.83282,-298.95709,-505.5036,183.71709,-224.37396,-365.90094,370.15778,-119.89478,-1050.60608,251.87054,-111.80658,-712.75323,217.26746,-272.71832,-921.68427,615.19385,-228.33282,-963.77338,998.02307,-293.0929,-842.35468,580.33185,-287.90521,-820.11108,957.99786,-746.46112,-908.30103,217.13806,-115.85068,-881.679655,234.569
2.136,-462.50775,-870.66046,234.75525,-504.72156,-1068.80347,119.75439,-523.46704,-750.24286,112.3031,-266.3006,-1281.34473,161.23694,-177.42926,-1470.15784,299.58435,-298.70428,-505.34698,183.59648,-223.99628,-365.68085,370.00854,-119.07983,-1050.44531,250.97266,-110.84094,-712.84918,216.25104,-271.07477,-921.53326,614.44806,-224.51019,-963.37366,997.05786,-291.14142,-842.35699,579.48547,-283.48151,-820.57068,957.23798,-745.92511,-908.41437,217.927,-114.960385,-881.647245,233.61185
2.14,-461.9848,-870.61652,235.01868,-504.36963,-1068.71216,120.14929,-523.26147,-750.24658,112.66943,-265.86505,-1281.27478,161.71869,-176.97833,-1469.84753,300.33423,-298.43796,-505.20456,183.46956,-223.58148,-365.46152,369.86188,-118.19965,-1050.20667,249.97528,-109.89124,-712.93866,215.22357,-269.4339,-921.38885,613.66455,-220.5979,-962.96118,996.06427,-289.16959,-842.35687,578.65662,-278.97809,-821.03625,956.49872,-745.36517,-908.53748,218.72607,-114.045445,-881.572665,232.599425
2.144,-461.45428,-870.56921,235.2804,-504.01611,-1068.61841,120.53967,-523.04553,-750.23505,113.0531,-265.40826,-1281.20313,162.19385,-176.50482,-1469.52075,301.08264,-298.15335,-505.08121,183.3345,-223.13434,-365.24771,369.7099,-117.24738,-1049.91187,248.90625,-108.96332,-713.02191,214.18463,-267.80023,-921.25897,612.83545,-216.59235,-962.53729,995.04059,-287.16534,-842.35162,577.85516,-274.39374,-821.50476,955.77808,-744.79291,-908.66956,219.53625,-113.10535,-881.46689,231.54544
2.148,-460.91827,-870.52435,235.54187,-503.6604,-1068.51978,120.9259,-522.82007,-750.20856,113.46057,-264.93402,-1281.12598,162.65967,-176.01068,-1469.17993,301.83093,-297.84909,-504.97964,183.1891,-222.65936,-365.04327,369.54504,-116.24023,-1049.60059,247.80463,-108.06421,-713.09875,213.13104,-266.16888,-921.14923,611.96216,-212.49225,-962.10382,993.98584,-285.11826,-842.34155,577.09039,-269.72845,-821.97443,955.07306,-744.22528,-908.80151,220.35938,-112.15222,-881.34967,230.467835
2.152,-460.37872,-870.48907,235.80493,-503.30176,-1068.41577,121.3092,-522.58679,-750.17255,113.89368,-264.44781,-1281.04126,163.11584,-175.49628,-1468.82825,302.58234,-297.52771,-504.8988,183.03284,-222.16193,-364.84952,369.35992,-115.20941,-1049.31616,246.70917,-107.19818,-713.16711,212.05951,-264.52301,-921.06049,611.05664,-208.29865,-961.66449,992.8999,-283.01974,-842.33105,576.37384,-264.9834,-822.44275,954.37897,-743.67706,-908.92175,221.19836,-111.203795,-881.241635,229.38434
2.156,-459.83734,-870.46722,236.07129,-502.93982,-1068.30835,121.6925,-522.34644,-750.1366,114.34851,-263.95331,-1280.94836,163.56415,-174.96063,-1468.46802,303.33972,-297.19223,-504.83395,182.8696,-221.6507,-364.6665,369.15118,-114.18695,-1049.09033,245.64813,-106.36237,-713.22394,210.97125,-262.8349,-920.98883,610.13605,-204.0152,-961.22461,991.78284,-280.86395,-842.32458,575.71509,-260.15997,-822.90613,953.69006,-743.15619,-909.02124,222.05737,-110.27466,-881.157135,228.30969
2.16,-459.29523,-870.4574,236.34265,-502.57397,-1068.20264,122.07898,-522.09888,-750.10944,114.8186,-263.45099,-1280.84875,164.00824,-174.40167,-1468.09998,304.10376,-296.84308,-504.77899,182.70691,-221.1347,-364.49469,368.92169,-113.19708,-1048.9325,244.63379,-105.54694,-713.26746,209.87213,-261.07428,-920.92725,609.2168,-199.64825,-960.79059,990.63538,-278.64911,-842.32349,575.11743,-255.26093,-823.36176,953.00073,-742.66437,-909.09448,222.9386,-109.37201,-881.09998,227.25296
2.164,-458.75397,-870.45288,236.62073,-502.20361,-1068.10376,122.4696,-521.84583,-750.09375,115.29968,-262.93829,-1280.745,164.45251,-173.81696,-1467.7229,304.87244,-296.47806,-504.73053,182.55206,-220.62469,-364.33337,368.67749,-112.25726,-1048.82898,243.6626,-104.74091,-713.29871,208.76929,-259.2226,-920.86938,608.30988,-195.20715,-960.36865,989.46002,-276.37756,-842.32617,574.57678,-250.29022,-823.80756,952.30664,-742.19818,-909.13989,223.84082,-108.499085,-881.063845,226.215945
2.168,-458.21539,-870.4425,236.90808,-501.82703,-1068.01501,122.86243,-521.59131,-750.08636,115.78955,-262.4079,-1280.63965,164.90253,-173.20453,-1467.33545,305.64117,-296.09421,-504.68973,182.4086,-220.13153,-364.17728,368.42212,-111.38068,-1048.74951,242.71814,-103.93781,-713.32202,207.66779,-257.27631,-920.81049,607.41962,-190.70428,-959.96533,988.26044,-274.05389,-842.32819,574.08319,-245.25269,-824.24249,951.60529,-741.75031,-909.16125,224.76025,-107.659245,-881.035765,225.192965
2.172,-457.68036,-870.41449,237.20654,-501.44434,-1067.93628,123.25232,-521.33923,-750.08197,116.28821,-261.84625,-1280.53369,165.36481,-172.56427,-1466.93762,306.40399,-295.69006,-504.66046,182.27463,-219.6662,-364.01572,368.15448,-110.57086,-1048.65955,241.77637,-103.13721,-713.34418,206.57074,-255.24115,-920.74725,606.54431,-186.15601,-959.5896,987.04047,-271.68347,-842.32233,573.62231,-240.15411,-824.66638,950.89526,-741.31256,-909.16742,225.69128,-106.854035,-881.001865,224.173555
2.176,-457.14862,-870.36224,237.51599,-501.05688,-1067.86438,123.63342,-521.09277,-750.07489,116.79553,-261.23785,-1280.42664,165.84491,-171.89777,-1466.53137,307.15637,-295.26755,-504.64624,182.14381,-219.24493,-363.83743,367.87122,-109.81769,-1048.53381,240.81238,-102.34137,-713.37305,205.47986,-253.12909,-920.67755,605.67786,-181.58112,-959.25354,985.80402,-269.27219,-842.29926,573.17719,-235.00165,-825.07825,950.17401,-740.87946,-909.16797,226.62842,-106.07953,-880.95343,223.14612
2.18,-456.61688,-870.2865,237.83447,-500.66785,-1067.79248,124.00061,-520.85437,-750.05884,117.31177,-260.56976,-1280.31934,166.3454,-171.2088,-1466.11975,307.8949,-294.83295,-504.64761,182.00809,-218.88593,-363.63696,367.57233,-109.1048,-1048.36304,239.80786,-101.55084,-713.41449,204.39502,-250.95331,-920.59985,604.81281,-176.99823,-958.97021,984.55475,-266.82611,-842.25104,572.73456,-229.80444,-825.47675,949.43884,-740.44855,-909.17065,227.56641,-105.32782,-880.888765,222.10144
