time,Nosex,Nosey,Neckx,Necky,RSholderx,RSholdery,RElbowx,RElbowy,RWristx,RWristy,LSholderx,LSholdery,LElbowx,LElbowy,LWristx,LWristy,MidHipx,MidHipy,RHipx,RHipy,RKneex,RKneey,RAnklex,RAnkley,LHipx,LHipy,LKneex,LKneey,LAnklex,LAnkley,REyex,REyey,LEyex,LEyey,REarx,REary,LEarx,LEary,LBigToex,LBigToey,LSmallToex,LSmallToey,LHeelx,LHeely,RBigToex,RBigToey,RSmallToex,RSmallToey,RHeelx,RHeely,,,,,,,,,,,,,,,,,,,,,,,,,
38,-0.000883,-0.002651,0.011,-0.000973,-0.0022,0.011,-0.000582,-0.00211,0.011,-0.000642,-0.001029,0.011,-0.000603,-0.000173,0.012,-0.001363,-0.00226,0.011,-0.001895,-0.001713,0.013,-0.001356,-0.001057,0.012,-0.001094,-0.0005,0.012,-0.000732,-0.000399,0.011,-0.000546,0.000948,0.013,-0.000582,0.002297,0.013,-0.001389,-0.000599,0.012,-0.001238,0.000601,0.014,-0.001449,0.001995,0.015,-0.000522,-0.002711,0.011,0,0,0,-0.000462,-0.002801,0.011,-0.001003,-0.002891,0.011,-0.001162,0.002244,0.014,-0.001123,0.00213,0.014,-0.001613,0.002159,0.015,-0.000168,0.002397,0.014,-0.000168,0.002512,0.014,-0.000759,0.002403,0.013
39,-0.000763,-0.002651,0.011,-0.000943,-0.00223,0.011,-0.000612,-0.00214,0.011,-0.000672,-0.001089,0.011,-0.000635,-0.000206,0.012,-0.001454,-0.002498,0.012,-0.001859,-0.001784,0.013,-0.001389,-0.001057,0.012,-0.001094,-0.000566,0.012,-0.000763,-0.000459,0.011,-0.000546,0.000913,0.013,-0.000582,0.002297,0.013,-0.001389,-0.000631,0.012,-0.001238,0.000563,0.014,-0.001449,0.001954,0.015,-0.000504,-0.00299,0.012,0,0,0,-0.000472,-0.003088,0.012,nan,nan,nan,-0.0012,0.002206,0.014,-0.0012,0.00213,0.014,-0.001613,0.002118,0.015,-0.000168,0.002397,0.014,-0.000168,0.002512,0.014,-0.000759,0.002403,0.013
40,-0.000701,-0.002892,0.012,-0.000943,-0.00226,0.011,-0.000612,-0.00217,0.011,-0.000702,-0.001119,0.011,-0.000701,-0.000271,0.012,-0.001421,-0.002531,0.012,-0.001859,-0.00182,0.013,-0.001389,-0.00109,0.012,-0.001094,-0.000599,0.012,-0.000763,-0.000489,0.011,-0.000546,0.000877,0.013,-0.000582,0.002261,0.013,-0.001356,-0.000664,0.012,-0.001238,0.000525,0.014,-0.00149,0.001913,0.015,-0.000439,-0.003023,0.012,0,0,0,-0.000472,-0.003088,0.012,-0.000973,-0.002921,0.011,-0.001276,0.002206,0.014,-0.001276,0.002091,0.014,-0.001654,0.002077,0.015,nan,nan,nan,-0.000168,0.002512,0.014,-0.000759,0.002403,0.013
41,-0.000603,-0.002924,0.012,-0.000943,-0.00229,0.011,-0.000642,-0.0022,0.011,-0.000763,-0.001179,0.011,-0.000734,-0.000337,0.012,-0.001389,-0.002564,0.012,-0.001824,-0.001855,0.013,-0.001389,-0.00109,0.012,-0.001094,-0.000664,0.012,-0.000865,-0.000599,0.012,-0.000546,0.000842,0.013,-0.000582,0.002261,0.013,-0.001356,-0.000697,0.012,-0.001238,0.000486,0.014,-0.00149,0.001872,0.015,-0.000653,-0.005347,0.021,0,0,0,-0.000472,-0.003121,0.012,-0.001028,-0.003219,0.012,-0.001314,0.002206,0.014,-0.001391,0.002091,0.014,-0.001654,0.002077,0.015,nan,nan,nan,-0.000168,0.002512,0.014,-0.000759,0.002368,0.013
42,-0.000537,-0.002924,0.012,-0.000943,-0.00232,0.011,-0.000672,-0.00223,0.011,-0.000823,-0.001239,0.011,-0.000832,-0.000369,0.012,-0.001356,-0.002597,0.012,-0.001824,-0.00189,0.013,-0.001421,-0.001123,0.012,-0.001094,-0.000697,0.012,-0.000897,-0.000631,0.012,-0.000582,0.000771,0.013,-0.000582,0.002226,0.013,-0.001356,-0.000762,0.012,-0.0012,0.000448,0.014,-0.00149,0.001872,0.015,-0.000596,-0.005404,0.021,0,0,0,-0.000472,-0.003121,0.012,-0.000996,-0.003252,0.012,-0.001353,0.002206,0.014,-0.001467,0.002091,0.014,-0.001695,0.002036,0.015,-0.00013,0.002359,0.014,-0.000168,0.002474,0.014,-0.000759,0.002332,0.013
43,nan,nan,nan,-0.001028,-0.002564,0.012,-0.000702,-0.00226,0.011,-0.000883,-0.001269,0.011,-0.000897,-0.000435,0.012,-0.00129,-0.002662,0.012,-0.001788,-0.001961,0.013,-0.001454,-0.001123,0.012,-0.001127,-0.000762,0.012,-0.00093,-0.000697,0.012,-0.000582,0.0007,0.013,-0.000582,0.002155,0.013,-0.001323,-0.000795,0.012,nan,nan,nan,-0.00149,0.001831,0.015,-0.000539,-0.005404,0.021,0,0,0,-0.000439,-0.003154,0.012,nan,nan,nan,-0.001353,0.002168,0.014,-0.001582,0.002091,0.014,-0.001695,0.001995,0.015,nan,nan,nan,-0.000206,0.002474,0.014,-0.000759,0.002297,0.013
44,-0.00071,-0.005232,0.021,-0.001028,-0.002597,0.012,-0.000799,-0.002498,0.012,-0.001028,-0.00145,0.012,-0.000996,-0.0005,0.012,-0.001258,-0.002695,0.012,-0.001926,-0.002151,0.014,-0.001454,-0.001155,0.012,-0.001127,-0.000795,0.012,-0.000963,-0.000762,0.012,-0.000617,0.000629,0.013,-0.000582,0.002084,0.013,-0.001323,-0.000861,0.012,-0.001114,0.000345,0.013,-0.00149,0.00179,0.015,-0.000481,-0.005462,0.021,0,0,0,-0.000439,-0.003186,0.012,nan,nan,nan,-0.001353,0.002168,0.014,-0.001658,0.002091,0.014,-0.001654,0.001954,0.015,-0.00013,0.002321,0.014,-0.000206,0.002435,0.014,-0.000759,0.002226,0.013
45,-0.000596,-0.005232,0.021,-0.001028,-0.00263,0.012,-0.000832,-0.002531,0.012,-0.001094,-0.001516,0.012,-0.001094,-0.000566,0.012,-0.001225,-0.002728,0.012,nan,nan,nan,-0.001487,-0.001155,0.012,-0.001159,-0.000861,0.012,-0.001028,-0.000828,0.012,-0.000653,0.000558,0.013,-0.000582,0.002013,0.013,-0.001323,-0.000893,0.012,-0.001114,0.00031,0.013,-0.001449,0.00179,0.015,nan,nan,nan,0,0,0,-0.000472,-0.003186,0.012,-0.00093,-0.003285,0.012,-0.001276,0.00213,0.014,-0.001818,0.002241,0.015,-0.001654,0.001913,0.015,-0.00013,0.002283,0.014,nan,nan,nan,-0.000759,0.002155,0.013
46,-0.000539,-0.00529,0.021,-0.001028,-0.002662,0.012,-0.000865,-0.002597,0.012,-0.001159,-0.001581,0.012,-0.001292,-0.000684,0.013,-0.001192,-0.002793,0.012,-0.001753,-0.002068,0.013,-0.00152,-0.001188,0.012,-0.001192,-0.000926,0.012,-0.00115,-0.000932,0.013,-0.000688,0.000452,0.013,-0.000617,0.001942,0.013,-0.00129,-0.000926,0.012,-0.001079,0.000274,0.013,-0.001408,0.001749,0.015,-0.000424,-0.005576,0.021,0,0,0,-0.000472,-0.003219,0.012,-0.00093,-0.003317,0.012,-0.0012,0.002053,0.014,-0.001735,0.002053,0.014,-0.001613,0.001872,0.015,-0.00013,0.002206,0.014,-0.000244,0.002321,0.014,-0.000759,0.002084,0.013
47,-0.000539,-0.00529,0.021,-0.001028,-0.002728,0.012,-0.000897,-0.00263,0.012,-0.001258,-0.001647,0.012,-0.001398,-0.00079,0.013,-0.001159,-0.002826,0.012,-0.001717,-0.002103,0.013,-0.001552,-0.001188,0.012,-0.001327,-0.001039,0.013,-0.001221,-0.001003,0.013,-0.000724,0.000381,0.013,-0.000665,0.001977,0.014,-0.00129,-0.000992,0.012,-0.001043,0.000203,0.013,-0.001367,0.001709,0.015,nan,nan,nan,nan,nan,nan,-0.000511,-0.003523,0.013,nan,nan,nan,-0.001204,0.002159,0.015,-0.001818,0.0022,0.015,-0.001531,0.001831,0.015,-0.00013,0.00213,0.014,-0.000244,0.002244,0.014,-0.000818,0.00213,0.014
48,-0.000481,-0.005347,0.021,-0.001061,-0.002761,0.012,-0.000963,-0.002662,0.012,-0.001356,-0.001712,0.012,-0.00154,-0.000861,0.013,-0.001127,-0.002859,0.012,-0.001585,-0.001974,0.012,-0.001552,-0.001221,0.012,-0.001362,-0.00111,0.013,-0.001292,-0.001074,0.013,-0.000759,0.000274,0.013,-0.000703,0.001862,0.014,-0.001398,-0.00111,0.013,-0.001043,0.000168,0.013,-0.001326,0.001668,0.015,nan,nan,nan,nan,nan,nan,-0.000546,-0.003523,0.013,-0.001008,-0.003594,0.013,-0.001009,0.001939,0.014,-0.001777,0.002159,0.015,-0.00149,0.00179,0.015,-0.000168,0.002053,0.014,-0.000283,0.00213,0.014,-0.000856,0.002015,0.014
49,-0.000539,-0.005404,0.021,-0.001061,-0.002793,0.012,-0.000996,-0.002695,0.012,-0.001421,-0.001778,0.012,-0.001646,-0.000932,0.013,-0.001094,-0.002892,0.012,-0.001552,-0.002007,0.012,-0.001585,-0.001254,0.012,-0.001398,-0.001145,0.013,-0.001362,-0.00111,0.013,-0.000795,0.000168,0.013,-0.000741,0.001747,0.014,-0.001398,-0.001181,0.013,-0.001008,0.000097,0.013,nan,nan,nan,-0.000481,-0.005691,0.021,nan,nan,nan,-0.000582,-0.003558,0.013,-0.000972,-0.003594,0.013,-0.000894,0.001862,0.014,-0.001695,0.002077,0.015,-0.001449,0.001709,0.015,-0.00018,0.002077,0.015,-0.000321,0.002053,0.014,-0.000894,0.0019,0.014
50,-0.000539,-0.005404,0.021,-0.001094,-0.002826,0.012,-0.001061,-0.002761,0.012,-0.00152,-0.001843,0.012,-0.001753,-0.001003,0.013,-0.001094,-0.002924,0.012,-0.001552,-0.00204,0.012,-0.001753,-0.001358,0.013,-0.001433,-0.001216,0.013,-0.001433,-0.001181,0.013,-0.000866,0.000061,0.013,-0.000779,0.001633,0.014,-0.001433,-0.001216,0.013,-0.001008,0.000026,0.013,-0.001123,0.001404,0.014,-0.000539,-0.005691,0.021,nan,nan,nan,-0.000617,-0.003594,0.013,-0.000972,-0.003594,0.013,-0.000779,0.001747,0.014,-0.001613,0.001995,0.015,-0.001408,0.001627,0.015,-0.000221,0.001995,0.015,nan,nan,nan,-0.000932,0.001786,0.014
51,-0.000596,-0.005462,0.021,-0.001127,-0.002859,0.012,-0.001127,-0.002793,0.012,-0.001585,-0.001909,0.012,-0.001895,-0.001074,0.013,-0.001094,-0.002957,0.012,-0.001552,-0.00204,0.012,-0.001753,-0.001394,0.013,-0.001504,-0.001252,0.013,-0.00154,-0.001216,0.013,-0.000901,-0.00001,0.013,-0.000818,0.001556,0.014,-0.001433,-0.001287,0.013,-0.001008,-0.000045,0.013,-0.001085,0.001365,0.014,-0.000596,-0.005748,0.021,nan,nan,nan,-0.000653,-0.003594,0.013,-0.000972,-0.003594,0.013,-0.000703,0.001633,0.014,-0.00149,0.001913,0.015,-0.001459,0.001691,0.016,-0.000221,0.001872,0.015,-0.000397,0.001824,0.014,nan,nan,nan
52,-0.000653,-0.005519,0.021,-0.001159,-0.002892,0.012,-0.001192,-0.002826,0.012,-0.001651,-0.001942,0.012,-0.002001,-0.001145,0.013,-0.001127,-0.002957,0.012,-0.001552,-0.002073,0.012,-0.001788,-0.001429,0.013,-0.00154,-0.001287,0.013,-0.001611,-0.001287,0.013,-0.000937,-0.000116,0.013,-0.000917,0.001545,0.015,-0.001469,-0.001323,0.013,-0.001008,-0.000116,0.013,-0.001047,0.001289,0.014,nan,nan,nan,-0.012854,-0.00525,0.012,-0.000688,-0.003629,0.013,-0.000972,-0.003594,0.013,-0.000627,0.001556,0.014,-0.001367,0.00179,0.015,-0.001415,0.001604,0.016,nan,nan,nan,-0.000474,0.001709,0.014,-0.001081,0.001668,0.015
53,nan,nan,nan,-0.001192,-0.002924,0.012,-0.001258,-0.002859,0.012,-0.001749,-0.001974,0.012,-0.002108,-0.001181,0.013,-0.001221,-0.003239,0.013,-0.001682,-0.002245,0.013,-0.001788,-0.001465,0.013,-0.001611,-0.001323,0.013,-0.001682,-0.001323,0.013,-0.001008,-0.000187,0.013,nan,nan,nan,-0.001504,-0.001358,0.013,-0.001008,-0.000187,0.013,nan,nan,nan,nan,nan,nan,-0.007477,-0.003347,0.008,-0.000759,-0.003629,0.013,-0.000972,-0.003594,0.013,-0.000588,0.001442,0.014,-0.001204,0.001668,0.015,-0.001285,0.001422,0.015,-0.000303,0.001668,0.015,-0.000548,0.001749,0.015,-0.001163,0.001586,0.015
54,nan,nan,nan,-0.001258,-0.002924,0.012,-0.001323,-0.002892,0.012,-0.001966,-0.002174,0.013,-0.002214,-0.001216,0.013,-0.001292,-0.003239,0.013,-0.001682,-0.002245,0.013,-0.001824,-0.0015,0.013,-0.001646,-0.001358,0.013,-0.001753,-0.001323,0.013,-0.001043,-0.000258,0.013,-0.001081,0.00134,0.015,-0.00154,-0.001394,0.013,-0.001043,-0.000223,0.013,nan,nan,nan,nan,nan,nan,-0.006473,-0.003216,0.008,-0.00083,-0.003629,0.013,-0.000972,-0.003594,0.013,-0.00055,0.001365,0.014,-0.001153,0.001648,0.016,-0.001285,0.00134,0.015,nan,nan,nan,-0.00063,0.001627,0.015,-0.001284,0.001604,0.016
55,nan,nan,nan,-0.001323,-0.002957,0.012,-0.001389,-0.002892,0.012,-0.002037,-0.00221,0.013,-0.002285,-0.001252,0.013,-0.001327,-0.003239,0.013,-0.001717,-0.002245,0.013,-0.001859,-0.001536,0.013,-0.001717,-0.001394,0.013,-0.001824,-0.001358,0.013,-0.001162,-0.000316,0.014,-0.001122,0.001299,0.015,-0.001575,-0.001394,0.013,-0.001123,-0.000316,0.014,nan,nan,nan,-0.000653,-0.003594,0.013,nan,nan,nan,-0.000937,-0.003629,0.013,-0.001008,-0.003594,0.013,-0.000548,0.001381,0.015,-0.001022,0.00156,0.016,-0.001285,0.001299,0.015,nan,nan,nan,-0.000716,0.001648,0.016,-0.001371,0.001517,0.016
56,nan,nan,nan,-0.001504,-0.003204,0.013,-0.001454,-0.002924,0.012,-0.002143,-0.00221,0.013,-0.002392,-0.001252,0.013,-0.001398,-0.003239,0.013,-0.001753,-0.002245,0.013,-0.001895,-0.001536,0.013,-0.001753,-0.001394,0.013,-0.001895,-0.001358,0.013,-0.00115,-0.000365,0.013,-0.001284,0.001298,0.016,-0.001735,-0.001539,0.014,-0.001123,-0.000354,0.014,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001008,-0.003665,0.013,-0.001008,-0.003594,0.013,-0.000548,0.001299,0.015,nan,nan,nan,-0.001371,0.001342,0.016,nan,nan,nan,-0.000803,0.001604,0.016,-0.001326,0.001381,0.015
57,nan,nan,nan,-0.001575,-0.003204,0.013,-0.001682,-0.003168,0.013,-0.002214,-0.00221,0.013,-0.002498,-0.001252,0.013,-0.001469,-0.003204,0.013,-0.001753,-0.002245,0.013,-0.002041,-0.001692,0.014,-0.001824,-0.001394,0.013,-0.001966,-0.001358,0.013,-0.001276,-0.000431,0.014,-0.001327,0.001255,0.016,-0.001773,-0.001539,0.014,-0.001123,-0.000393,0.014,nan,nan,nan,-0.00083,-0.003629,0.013,nan,nan,nan,-0.001114,-0.003665,0.013,-0.001008,-0.003594,0.013,-0.000589,0.001258,0.015,-0.000794,0.001258,0.015,-0.001326,0.001217,0.015,-0.000541,0.001429,0.016,-0.000847,0.001517,0.016,-0.001367,0.001299,0.015
58,nan,nan,nan,-0.001682,-0.003168,0.013,-0.001753,-0.003168,0.013,-0.002321,-0.002174,0.013,-0.002605,-0.001252,0.013,-0.00154,-0.003204,0.013,-0.001788,-0.002245,0.013,-0.002041,-0.00173,0.014,-0.002002,-0.001501,0.014,-0.002037,-0.001358,0.013,-0.001314,-0.000431,0.014,-0.001285,0.001135,0.015,-0.001849,-0.001539,0.014,-0.001162,-0.000431,0.014,-0.001122,0.001012,0.015,-0.000937,-0.003629,0.013,-0.006743,-0.005428,0.016,-0.001221,-0.003629,0.013,-0.001008,-0.003594,0.013,nan,nan,nan,nan,nan,nan,-0.001326,0.001176,0.015,nan,nan,nan,-0.000891,0.001473,0.016,-0.001449,0.001299,0.015
59,nan,nan,nan,-0.001753,-0.003168,0.013,-0.001859,-0.003133,0.013,-0.002427,-0.002174,0.013,-0.002675,-0.001216,0.013,-0.001611,-0.003168,0.013,-0.001824,-0.00221,0.013,-0.002041,-0.00173,0.014,-0.002079,-0.001501,0.014,-0.00227,-0.001463,0.014,-0.001353,-0.000469,0.014,-0.001326,0.001094,0.015,-0.001888,-0.001539,0.014,-0.001162,-0.000469,0.014,-0.001163,0.000972,0.015,-0.001079,-0.003594,0.013,nan,nan,nan,-0.001362,-0.003629,0.013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000917,0.00134,0.015,-0.001449,0.001258,0.015
60,nan,nan,nan,-0.001859,-0.003133,0.013,-0.002001,-0.003097,0.013,-0.002534,-0.002139,0.013,-0.002782,-0.001181,0.013,-0.001717,-0.003133,0.013,-0.002002,-0.00238,0.014,-0.002002,-0.001768,0.014,-0.002155,-0.001501,0.014,-0.002346,-0.001463,0.014,-0.001391,-0.000469,0.014,-0.001367,0.001053,0.015,-0.001926,-0.001539,0.014,nan,nan,nan,-0.001204,0.000931,0.015,-0.001185,-0.003594,0.013,nan,nan,nan,-0.001469,-0.003594,0.013,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001408,0.001135,0.015,nan,nan,nan,nan,nan,nan,-0.00149,0.001217,0.015
61,-0.001353,-0.003756,0.014,-0.001966,-0.003097,0.013,-0.002108,-0.003062,0.013,-0.00264,-0.002103,0.013,-0.002888,-0.001145,0.013,-0.001824,-0.003097,0.013,-0.002002,-0.002342,0.014,-0.001964,-0.001768,0.014,-0.002193,-0.001463,0.014,-0.002423,-0.001424,0.014,-0.001429,-0.000507,0.014,-0.001367,0.001053,0.015,-0.002002,-0.001501,0.014,-0.001245,-0.000544,0.015,-0.001204,0.00089,0.015,-0.001327,-0.003594,0.013,-0.005182,-0.006379,0.021,-0.001611,-0.003594,0.013,nan,nan,nan,nan,nan,nan,-0.000716,0.001124,0.016,-0.001449,0.001094,0.015,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,nan,nan,nan,-0.002072,-0.003026,0.013,-0.00225,-0.003026,0.013,-0.002746,-0.002068,0.013,-0.002995,-0.00111,0.013,-0.002041,-0.003297,0.014,-0.002041,-0.002303,0.014,-0.001926,-0.001768,0.014,-0.00227,-0.001424,0.014,-0.002499,-0.001386,0.014,-0.001467,-0.000507,0.014,-0.001367,0.001012,0.015,-0.002041,-0.001501,0.014,-0.001245,-0.000544,0.015,-0.001245,0.00089,0.015,-0.001469,-0.003558,0.013,-0.004437,-0.006149,0.021,-0.001753,-0.003558,0.013,nan,nan,nan,-0.000716,0.001167,0.016,-0.000761,0.001147,0.017,-0.001449,0.001094,0.015,nan,nan,nan,-0.000999,0.001299,0.015,-0.00149,0.001176,0.015
63,-0.002546,-0.005782,0.022,-0.002179,-0.002991,0.013,-0.002356,-0.002991,0.013,-0.002853,-0.001997,0.013,-0.003302,-0.001119,0.014,-0.002155,-0.003221,0.014,-0.002117,-0.002265,0.014,-0.002292,-0.002194,0.017,-0.002346,-0.001424,0.014,-0.002576,-0.001348,0.014,-0.001506,-0.000545,0.014,-0.001367,0.000972,0.015,-0.002117,-0.001463,0.014,-0.001245,-0.000584,0.015,-0.001245,0.000849,0.015,-0.001611,-0.003523,0.013,-0.004047,-0.006262,0.022,-0.001895,-0.003523,0.013,nan,nan,nan,nan,nan,nan,-0.000761,0.001147,0.017,-0.001449,0.001053,0.015,nan,nan,nan,nan,nan,nan,-0.00149,0.001135,0.015
64,-0.002786,-0.005722,0.022,-0.002285,-0.002955,0.013,-0.002498,-0.00292,0.013,-0.002959,-0.001961,0.013,-0.003416,-0.001081,0.014,-0.00227,-0.003182,0.014,-0.002155,-0.002227,0.014,-0.002292,-0.002194,0.017,-0.002384,-0.001386,0.014,-0.002652,-0.00131,0.014,-0.001544,-0.000545,0.014,-0.001367,0.000931,0.015,-0.002155,-0.001424,0.014,-0.001285,-0.000625,0.015,-0.001245,0.000808,0.015,-0.001888,-0.003756,0.014,-0.002143,-0.003594,0.013,-0.002037,-0.003487,0.013,nan,nan,nan,nan,nan,nan,-0.000761,0.001101,0.017,-0.001449,0.001012,0.015,nan,nan,nan,-0.00104,0.001217,0.015,-0.001449,0.001094,0.015
65,-0.003026,-0.005662,0.022,-0.002614,-0.003106,0.014,-0.00264,-0.002884,0.013,-0.003101,-0.00189,0.013,-0.003493,-0.001004,0.014,-0.002384,-0.003144,0.014,-0.002232,-0.002189,0.014,-0.002339,-0.002194,0.017,-0.002461,-0.001348,0.014,-0.002728,-0.001272,0.014,-0.001582,-0.000584,0.014,nan,nan,nan,-0.002232,-0.001424,0.014,-0.001285,-0.000666,0.015,-0.001245,0.000767,0.015,nan,nan,nan,-0.002117,-0.003794,0.014,-0.002214,-0.003452,0.013,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001449,0.000972,0.015,-0.000703,0.001021,0.014,nan,nan,nan,-0.001449,0.001053,0.015
66,-0.003267,-0.005601,0.022,-0.002728,-0.003068,0.014,-0.002782,-0.002813,0.013,-0.003208,-0.00182,0.013,-0.003607,-0.000966,0.014,-0.002499,-0.003068,0.014,nan,nan,nan,-0.002339,-0.00224,0.017,-0.002537,-0.001348,0.014,-0.002805,-0.001272,0.014,-0.00162,-0.000622,0.014,-0.001326,0.000808,0.015,-0.00227,-0.001424,0.014,-0.001285,-0.000707,0.015,-0.001245,0.000685,0.015,nan,nan,nan,-0.003267,-0.005842,0.022,-0.002537,-0.003679,0.014,nan,nan,nan,nan,nan,nan,-0.00063,0.000931,0.015,-0.001408,0.00089,0.015,-0.000665,0.000983,0.014,-0.001065,0.001211,0.016,-0.001408,0.001012,0.015
67,-0.003567,-0.005541,0.022,-0.002843,-0.002991,0.014,-0.003111,-0.002953,0.014,-0.003314,-0.001784,0.013,-0.003684,-0.000889,0.014,-0.002614,-0.00303,0.014,nan,nan,nan,nan,nan,nan,-0.002576,-0.00131,0.014,-0.002843,-0.001233,0.014,-0.001658,-0.000698,0.014,-0.001285,0.000726,0.015,-0.002346,-0.001386,0.014,-0.001285,-0.000789,0.015,-0.001245,0.000644,0.015,nan,nan,nan,-0.003267,-0.005722,0.022,-0.00269,-0.003603,0.014,nan,nan,nan,-0.000627,0.00083,0.014,nan,nan,nan,-0.001408,0.000849,0.015,-0.000712,0.000972,0.015,-0.001022,0.001124,0.016,-0.001367,0.000931,0.015
68,-0.003807,-0.005481,0.022,-0.002996,-0.002953,0.014,-0.003263,-0.002877,0.014,-0.003646,-0.001845,0.014,-0.003722,-0.000851,0.014,-0.002728,-0.002991,0.014,nan,nan,nan,-0.002041,-0.001845,0.014,-0.002652,-0.00131,0.014,-0.00292,-0.001195,0.014,-0.001697,-0.000737,0.014,-0.001245,0.000644,0.015,-0.002384,-0.001386,0.014,-0.001326,-0.000871,0.015,-0.001123,0.000525,0.014,-0.003749,-0.005404,0.021,-0.003387,-0.005662,0.022,-0.002843,-0.003565,0.014,nan,nan,nan,-0.000627,0.000754,0.014,nan,nan,nan,-0.001367,0.000767,0.015,nan,nan,nan,-0.001039,0.001101,0.017,-0.001285,0.000849,0.015
69,-0.003987,-0.005421,0.022,-0.003111,-0.002915,0.014,-0.003416,-0.002838,0.014,-0.00376,-0.001768,0.014,-0.003798,-0.000813,0.014,-0.002843,-0.002915,0.014,nan,nan,nan,nan,nan,nan,-0.00269,-0.00131,0.014,-0.002958,-0.001157,0.014,-0.001735,-0.000813,0.014,-0.001123,0.000486,0.014,-0.002461,-0.001386,0.014,-0.001326,-0.000953,0.015,-0.001123,0.000448,0.014,-0.004167,-0.005601,0.022,-0.003567,-0.005541,0.022,-0.003034,-0.003526,0.014,nan,nan,nan,-0.000627,0.000639,0.014,-0.000589,0.000767,0.015,-0.001367,0.000644,0.015,-0.00063,0.000726,0.015,-0.000993,0.000962,0.017,-0.001245,0.000726,0.015
70,-0.004227,-0.005361,0.022,-0.003225,-0.002877,0.014,-0.003531,-0.002762,0.014,-0.003837,-0.001692,0.014,-0.003837,-0.000737,0.014,-0.003128,-0.003123,0.015,nan,nan,nan,-0.002617,-0.002287,0.017,-0.002767,-0.00131,0.014,-0.002996,-0.001157,0.014,-0.001773,-0.000889,0.014,-0.001085,0.00041,0.014,-0.002499,-0.001386,0.014,-0.001367,-0.001076,0.015,-0.001123,0.000333,0.014,-0.004408,-0.005601,0.022,-0.003747,-0.005541,0.022,-0.003187,-0.003488,0.014,nan,nan,nan,-0.000627,0.000525,0.014,-0.00055,0.000639,0.014,-0.001326,0.000562,0.015,-0.00055,0.000563,0.014,nan,nan,nan,-0.001245,0.000644,0.015
71,-0.004468,-0.005301,0.022,-0.003302,-0.002838,0.014,-0.003646,-0.002724,0.014,-0.003913,-0.001654,0.014,-0.003913,-0.000698,0.014,-0.003251,-0.003082,0.015,-0.003267,-0.002519,0.017,-0.00271,-0.002287,0.017,-0.002805,-0.00131,0.014,-0.003034,-0.001157,0.014,-0.001849,-0.000966,0.014,-0.001085,0.000295,0.014,-0.00276,-0.001526,0.015,-0.001408,-0.001158,0.015,-0.001123,0.000219,0.014,nan,nan,nan,-0.003987,-0.005481,0.022,-0.003302,-0.00345,0.014,nan,nan,nan,-0.000588,0.00041,0.014,nan,nan,nan,-0.001285,0.000439,0.015,-0.00055,0.000448,0.014,nan,nan,nan,nan,nan,nan
72,-0.004648,-0.005301,0.022,-0.003416,-0.0028,0.014,-0.003722,-0.002686,0.014,-0.003951,-0.001616,0.014,-0.003951,-0.000698,0.014,-0.003333,-0.003082,0.015,nan,nan,nan,-0.002756,-0.002287,0.017,-0.002843,-0.00131,0.014,-0.003072,-0.001157,0.014,-0.001888,-0.001042,0.014,-0.001085,0.000181,0.014,-0.002614,-0.001424,0.014,-0.001449,-0.001281,0.015,-0.001085,0.000104,0.014,nan,nan,nan,-0.004227,-0.005481,0.022,-0.003455,-0.003412,0.014,nan,nan,nan,nan,nan,nan,-0.000589,0.000439,0.015,nan,nan,nan,nan,nan,nan,-0.000779,0.00041,0.014,nan,nan,nan
73,-0.004768,-0.005301,0.022,-0.003493,-0.0028,0.014,-0.003798,-0.002647,0.014,-0.00399,-0.001577,0.014,-0.003951,-0.00066,0.014,-0.003415,-0.003041,0.015,nan,nan,nan,-0.002849,-0.002287,0.017,-0.00292,-0.00131,0.014,-0.003111,-0.001157,0.014,-0.001926,-0.001119,0.014,-0.001085,0.000104,0.014,-0.00269,-0.001463,0.014,-0.00149,-0.001403,0.015,-0.001085,-0.00001,0.014,nan,nan,nan,-0.004468,-0.005481,0.022,-0.003569,-0.003412,0.014,nan,nan,nan,-0.000627,0.000142,0.014,-0.00055,0.000295,0.014,-0.001162,0.000181,0.014,-0.00055,0.000181,0.014,-0.000741,0.000295,0.014,nan,nan,nan
74,-0.004948,-0.005301,0.022,-0.003569,-0.002762,0.014,-0.003875,-0.002647,0.014,-0.004028,-0.001539,0.014,-0.00399,-0.000622,0.014,-0.003456,-0.003041,0.015,nan,nan,nan,-0.002942,-0.002287,0.017,-0.002958,-0.001348,0.014,-0.003187,-0.001157,0.014,-0.002002,-0.001195,0.014,-0.001085,-0.00001,0.014,-0.002728,-0.001463,0.014,-0.001572,-0.001526,0.015,-0.001085,-0.000125,0.014,-0.003302,-0.003488,0.014,-0.004648,-0.005421,0.022,-0.003646,-0.003373,0.014,nan,nan,nan,nan,nan,nan,-0.00055,0.000142,0.014,-0.001123,0.000028,0.014,-0.00055,0.000066,0.014,-0.000741,0.000181,0.014,-0.001204,0.000194,0.015
